,tweet,hashtags,ref_user,urls,label
3566,hamdoullah vis pays africain donc prenom va deranger gens mal a,,user url,,0.0
3567,ben aussi dira reconvertir quand raison x groupe,,user user url,,1.0
3568,pq contre nature bien sûr espèce donc normal ça fait attardé juste usuel,,user,,0.0
3569,ptin air mongol essayer faire sans paume incoyable chomage,,user user,,0.0
3570,gros gauchiste,,user,,0.0
3571,font ça juste plaisir encore plus attardé,,user,,0.0
3572,aime beaucoup concept probleme gauchiste excusemoi si bléssé xdddd,,user url,,0.0
3573,islam terrorisme tous terroristes pratiques islam attentats islam,,user user user,,1.0
3574,nan parle si vas suivre mode grosse fan attardé ça va être chaud,,user,,0.0
3575,aimez trop rire blancs quand blanc tweet truc renois ça fait chialeurs team wakanda révolte allez nvm,,,,1.0
3576,tais sale gauchiste,,user user,,0.0
3577,manque plus autre attardé saotao trio magique,,user,,0.0
3578,ultradroite déjà oas enfants coeur sale débile va,,user user user,,1.0
3579,eh mongol,,user,,0.0
3580,yen mal capter hein fou,,user user,,0.0
3581,adore rebeus,,user user,,1.0
3582,wesh cameraman cssse couilles filmé gros porc rebeus hagrid remplace simeone,asmatl,,,1.0
3583,crois tient champion là traite islamo gauchiste rép,,user user user url,,0.0
3584,veut ke jte bz mère jcomprend bases sal mongol,,user,,0.0
3585,si mal si préfère renois goûts pourquoi direct mal parler,,user user,,1.0
3586,confond rien juste attardé sait exprimer,,user user user user url,,0.0
3587,non quand antisémite complotiste relis texte avant impression ressens,,user url,,0.0
3588,trop attardé réseau,,user user user,,0.0
3589,zebi marre faire recale cause sale tête arabe,,,,1.0
3590,non non complotiste anti etat raquette automobilistes bossent,,user user,,0.0
3591,tiré vers bas très profond censure dictature pensée unique terrorisme intellectuel,,user url,,0.0
3592,débile juste retardé,,user user user user,,0.0
3593,appelle comment conard gauchiste laisse parler gens gauchiasse merde,,user user,,0.0
3594,semi pd entierement con effet,,user user,,0.0
3595,wesh renois abuse peu trop,,url,,1.0
3596,mongol fier x,,user user user user,,0.0
3597,puis bon sais cmt ça marche propos oppressifs qd balance sale arabe,,user user url,,1.0
3598,remplacez éducation nationale islam pedophilie terrorisme professeur p,,user url,,1.0
3599,résume terrorisme islam choquant entendre ça,,user user,,1.0
3600,peut être certaines personne supportes plus attarde genre,,user user url,,0.0
3601,crierais tjrs comme mongol tqt theo,,user,,0.0
3602,techniquement sommet chaine alimentaire puisqu,,user user user url,,0.0
3603,sai daqui mongol,,user user,,0.0
3604,journal islamo gauchiste peur perdre lectorat molenbeek,,user user,,0.0
3605,ftgl sale pute haine renois plains quand renoi traite,,user user user user,,1.0
3606,peut aussi dire totalement menacé submersion invasion is,,user user user url,,0.0
3607,homme comme ca dit contre avortement autres mangeur balustre peuple américain a,,user url,,0.0
3608,bon quand trouve gauchos pire violence bas monde,,user user user url,,1.0
3609,troll bande attardé fait ça rire,,user user,,0.0
3610,faut arrêter discours stupide humanotaro gauchiste consiste importer gue,,user user url,,0.0
3611,plus rien étonne depuis entendu renoi traiter autre renoi sale esclave 2 rigolé,,user,,1.0
3612,acharné automobilistes donc constructeurs rare violence e,,user url,,0.0
3613,absolument lu a dis jvais perdre temps,,user user user user url,,0.0
3614,bien aucune reponse intelligente part gauchistes gauchiste macronis,fbpe,user user url,,0.0
3615,attarde cependant quelque peu si laissiez gens faire pro,,user user user url,,0.0
3616,trouvé air peu attardé,,user,,0.0
3617,é mongol,,user,,0.0
3618,ville aussi belle habitants aussi moches rentable sale arabe,,user,,1.0
3619,cours dormir comme ça sale arabe,,user user,,1.0
3620,ouais rebeus gochissses,,user,,1.0
3621,juif sale bougnoule,,user,,1.0
3622,drapeau israélien indique donc attachement foyer juif là,,user user user url,,1.0
3623,non parents rebeus,,user,,1.0
3624,a rebeus hein,,user,,1.0
3625,g besoin prler renois pr être intéressante allez va gérer ptit renoi saoule,,user,,1.0
3626,faut arrêter subventionner presse encourage haine violence désordre éputés,d,user user,,0.0
3627,putin gros attardé naples personnes sucent côté marseille,,user user,,0.0
3628,après gauche vient chouiner perdre toute élections marre terrorisme intellectuel,,user,,0.0
3629,parce encore fois minorité mongol va emmerdé majorité pratiquant airsoft,,user url,,0.0
3630,essayes tjrs mongol,,user,,0.0
3631,rapeur cause fils migrant exactement droits bén,,user user url,,0.0
3632,bas pleins blacks rebeus,,user user user,,1.0
3633,trouve ça dommage après selon renois arrêter dire,,user user url,,1.0
3634,voici comment afp immigrationiste mondialiste islamo gauchiste essence anti trouve moyen,trump,url,,0.0
3635,laisse bénéfice doute trouvé plutôt mal première jusqu faute mongol,,user,,0.0
3636,violence domestique femmes spirituelles violence domestique généralement,,url,,0.0
3637,jparle jveux quand elles font baiser rebeus ça prend seum tt coup allez bize,,user,,1.0
3638,pauvre faut arrête pinard gauchiste affirme affaire clément,,user user url,,0.0
3639,compris sale arabe veu tap,,user,,1.0
3640,trop rlou plus beau tous rebeus trop charmant,,user,,1.0
3641,musulmans vaste terrorisme voile religion fiché assise islam langue,,user user url,,1.0
3642,peux parler nom rebeus pzux parler nom blancs,,user user,,1.0
3643,quand plus agneaux aid comment vas faire sale arabe barbu terroriste crie tt a,,user url,,1.0
3644,fait sondage si veux seuls arabes noirs aiment portent,,user user user url,,1.0
3645,avortement droit solution contre immaturité bêtise,zoneinterdite,,,0.0
3646,végans contre avortement,,user user,,0.0
3647,sale juif,,user user user,,1.0
3648,jviens nord aussi mongol,,user user,,0.0
3649,exterminer faire souffrir ca rappelle deuxieme guerre mondiale ca,,user user,,0.0
3650,drôle sale juif,,user,,1.0
3651,debiles religion a rien voir juste probleme cadre mongol,,user user url,,1.0
3652,va espérer fnac complètement attardé banque bien compris,,user url,,0.0
3653,ca existe sofia sans reponse pire qd reponse cm tt rebeus ba jinsu,,user user url,,1.0
3654,whallah wallah tiens rebeus citée wesh coran,,user user user user,,1.0
3655,imagine étymologie comme mongol gt golmon gt golbute gt golbuterie technique,,user user user,,0.0
3656,pourquoi mets leurs joueurs pp alors gros mongol,,user user user user,,0.0
3657,ok vraiment mongol,,user user,,0.0
3658,ça empêche répondre proportionnellement violence faites,,user user user,,0.0
3659,ptn mongol,,user,,0.0
3660,quel embrouille contestes faits inutile continuer avk attardé,,user,,0.0
3661,acteur blanc ça doit être gauchiste lavé cerveau faut etre con etre acteur,,user url,,0.0
3662,complètement attardé typiquement,,user user user user url,,0.0
3663,mdr personnellement attarde next directe,,user,,0.0
3664,toutes femmes catholiques contre avortement,,user user user,,0.0
3665,ah autant jme trompé attardé excuse mec pensais éta,,user user user url,,0.0
3666,mec 3 qi quoi rebeus considère occidentaux blanc,,user url,,1.0
3667,voilà pourquoi problème noirs arabes france finira jamais trop diviser wesh a,,url,,1.0
3668,logique religieux contre droit avortement contre pma veut enfan,,user url,,1.0
3669,a capitaines arabes voté salah,,user user,,1.0
3670,salutations vegan contre avortement logiquement oui vu tue être vivant non,,user,,0.0
3671,mdrrrr ferme bien gueule gauchiste justin inverse mec,,user user url,,0.0
3672,gauchiste libertaire catholique tres orthodox,,user user user user url,,0.0
3673,chuis choqué gens attardé étonnant vienne famille consanguins,,user user,,0.0
3674,écran air traiter attardé trompe,,user,,0.0
3675,peut être noir toujours attardé tqt,,user,,0.0
3676,racisme partout vécu 93 rebeus insultaient,,user user user url,,1.0
3677,voilà offre sponso zemmour allez rebeus aller simple maison,,url,,1.0
3678,mongol 2,,user user,,0.0
3679,civilisation cartagienne apogee empire grec negre cypion africain,,user,,1.0
3680,vu ça vidéos déjà attardé futbin pes fait mieux p,,user,,0.0
3681,mêler islam violence manière systémique voilà but utilisent terme terrorisme,,user url,,1.0
3682,demande faites sortes bloquer argent volé africains caché b,,user url,,0.0
3683,a réflexion viscérale,gauchiste pense,user user user,,0.0
3684,va tous unfollow gentillement sale arabe,,user,,1.0
3685,prdrrr chien pire gros mongol vérité,,user user,,0.0
3686,génération mongol si moundir ancien,,user user user user,,0.0
3687,hiver putain fait froid,,user user user,,0.0
3688,cade mongol,,user user,,0.0
3689,ptydttyddtrrtdd ouf mprends sale arabe,,user,,1.0
3690,bien petite idee va traiter gauchiste,,user,,0.0
3691,cargaison migrants aquarius autre payee 14 000 euros minimum macron soros v,,user url,,1.0
3692,issa transcription arabe jesus donc raconte vie sale inculte vois ca,,user url,,1.0
3693,tiens cause perdue avance,,user user,,0.0
3694,rien comprendre gauchiste gauchiste peut raconter tout e,,user user user url,,0.0
3695,croyez macron aime arabes mdr,,user user,,1.0
3696,melenchon plus gauchiste archeveque opportuniste si ps,,user user url,,0.0
3697,gens sentent tous visés secte alors comme blacks arabes instits,,user,,1.0
3698,parler prénom nom bande attardé,,user user,,0.0
3699,déjà vue masse rebeu traiter entre sale arabe tèc haine racisme,,user url,,1.0
3700,voilà ça ching chong encore,,user user,,1.0
3701,gens contre avortement aussi mêmes vont ensuite critiquer parents pa,,user url,,0.0
3702,quel attardé dingue,,user,,0.0
3703,cassons gueule gauchiste faisons comprendre jouant vies exposent,,user user,,0.0
3704,donc fait proteger especes animales condamnez extinction,,user user url,,0.0
3705,merde husseyn voulais mentionner sale arabe,,user user user,,1.0
3706,islamo gauchiste,,user user user,,0.0
3707,woooooooow jamais vu attardé pareil truc fou,,user,,0.0
3708,noirs aiment chien général arabes très rare chinois égaleme,,user user url,,1.0
3709,copie sexe,,user user,,0.0
3710,a jamais tutoyé sale attardé,,user user,,0.0
3711,crois prise pr pro immigrationniste gauchiste détrompe lis,,user user user url,,0.0
3712,mds é mongol,,user user,,0.0
3713,répond propre tweet mongol,,user,,0.0
3714,a plus renois terrain tous pays afrique subsaharienne réunis,olom,,,1.0
3715,ah bon plus armée camerounaise derrière tout ça vraiment anti b,,user user url,,1.0
3716,voter donner voix lr macron gauchiste etc,,user user user,,0.0
3717,jparle cops si etais attarde compris,,user,,0.0
3718,vue comment parle ça voit aime genre contenu toxique va boire eau djavel sale attardé srx,,user user,,0.0
3719,gauchiste reconnais tout gauchistesnalle,,user user url,,0.0
3720,clairs arabes noirs font parti mm catégorie devrait,,user user url,,1.0
3721,allez mange couilles attardé gars 93 planifi,,user user user url,,0.0
3722,mdrrrr jme calme irl sinn prend pr attardé,,user,,0.0
3723,ex socialiste parfait exemple facho gauchiste pro macron,fbpe,user user user url,,0.0
3724,éducation sans couilles gauchiste,,user,,0.0
3725,difference entre fait 12 ans etude juste putin attardé,,user,,0.0
3726,plus attardé,,user,,0.0
3727,lanceur alerte blague vieux prêtre aigri adolescent attardé veut découd,,user url,,0.0
3728,juste attarde,,user user,,0.0
3729,président dun club viens faire super victoire perd temp mongol inte,,user url,,0.0
3730,jpense ete peu loin tweet gauchiste,,user user user,,0.0
3731,quelle transition parle tout monde devienne vegan pourquoi v,,user user url,,0.0
3732,vive front national,,user,,0.0
3733,mdr jrigolai chinoi ching chong,,user,,1.0
3734,ptddr être plus bo rebeus monde chico ridfus gansta fin va dire fais,,user url,,1.0
3735,precise tout suite islamo gauchiste nie antisemitisme,,user url,,0.0
3736,juifs americains trump consternés médias taisent haine contre,,user url,,1.0
3737,remarque photo peut donner putain scénario film 4 renois beurette chicha,,user,,1.0
3738,veulent ça bons petits rebeus maison,,user user,,1.0
3739,quand etais gamin meilleur pote juif su lorsqu maghrébin a,,user user url,,1.0
3740,bon bah plus chance cette attardé,,user user user,,0.0
3741,sais consomme être aussi attardé veux tester,,user,,0.0
3742,aucun rapport gauchiste attardé mental,,user user,,0.0
3743,sale féministe,,user,,0.0
3744,psg a jamais changer logo mongol,,user user user user user user,,0.0
3745,soutenir fachosphere plus complotiste drôle conception libéralisme,,user user user,,0.0
3746,logique religieux contre droit avortement contre pma,,user,,1.0
3747,complètement attardé possible,,,,0.0
3748,migrants 7z,,user,,1.0
3749,gros appelle valentin kestu veut comprendre trucs touchent rebeus,,user user,,1.0
3750,nuance appelle islamo gauchiste cerveaux malades comme tien a,,user user url,,0.0
3751,mongol,,user,,0.0
3752,réponds 2h13 sale arabe,,user,,1.0
3753,fais peine pauvre mongol,,user user,,0.0
3754,arabes maghreb el arabi si propagande occidentale malheur bas plein,,user url,,1.0
3755,ptdrrrrrrr tout mongol,,user,,0.0
3756,gauchiste donc genie,,user user user,,0.0
3757,3 rapport avortement peut être simp,,user user user user user url,,0.0
3758,paris bravo migrants africains aucune éducatio,,user user user user url,,1.0
3759,méritez attarde cas,,url,,0.0
3760,donc jl jul attardé confondre ça,,user user user user,,0.0
3761,svt chalvet fils poulpe oussama dit insulter arabe,,user url,,1.0
3762,ça bif renoistu dis vérité problème,,user user user user,,1.0
3763,laissez gamins habiller comme souhaitent merde gérez harcèlement baisse nivea,,user url,,0.0
3764,lr parti gauchiste rencontre entre laurent wauquiez angela merkel prouve,,user user user user,,0.0
3765,bah pq viens sous tweet alors sale juif,,user user,,1.0
3766,confonds blague darrons renois paquet clopes jcrois,,user user user,,1.0
3767,zulul attardé,,user,,0.0
3768,verratti peut faire grand chose mr entouré mongol milieu,,user,,0.0
3769,nombre fois où fait trucs voiture ça étonnerait permis gros mongol mdrrr,,user,,0.0
3770,tweet comme article attardent beaucoup ça pourrait changer avoir européen,,user url,,0.0
3771,aucun cas prit god mdr regarde marquer tweet lieu compter murs attardé,,user user,,0.0
3772,tous ceux disent musulmans islam terrorisme so,,user user user url,,1.0
3773,faut arrêter ça a toujours oui alors toujours arabes,,user user url,,1.0
