,tweet,hashtags,ref_user,urls,label
10829,récemment vient réveiller sieste 12 heures wow sais,,,,0.0
11949,heh merci ça voulais vraiment dire quand école terminée 9 mai plaisir commence,,,,0.0
1041,pq attarde tjrs gens valent peine,,,,1.0
7923,superbe nuit brumeuse effrayante ravi être sécurité lit,,,,0.0
2613,cedric herrou range bien consigny place effet musulmans 1eres victimes terrorisme,,,,1.0
10119,bonjour charmant comment texas oublié parler comment va musique,,,,0.0
12418,merci lirai bientôt,,,,0.0
2413,dialectique gauchiste intéressante,,,,0.0
2883,bonjour gauchistes,,user,,1.0
3261,crois vraiment a 2 renois daesh boko haram,,user user user user url,,1.0
9364,mec turc,,,,0.0
7401,lmao accord plus chaud rob bébé mec air chaud importe quel shicolor,,,,0.0
9094,pensez trop fin semaine pâques,,,,0.0
7457,désolé viens lire note pense anna a déjà aidé,,,,0.0
8014,pardonné a équipe footy brereton apparemment tweet deets,,,,0.0
3864,plus voulez faire dénoncer islamisation mettez carl canada concentrez gén,,user url,,0.0
3449,niveau anchois niveau chaine alimentaire ridiculise encore plus,,user user,,0.0
11147,hâte revoir dîner,,,,0.0
12323,écouter collectif animaux filles,,,,0.0
544,vidéo apparemment plus dire spontané ça voit peu mongol bande,,user,,0.0
836,allemagne clans arabes font loi,,,,1.0
6332,a trouvé écoute clignotant puis couche xoxo,,,,0.0
9948,,,,,0.0
1060,conseille francis vallat chaque membre association accueille chez migrant,,user url,,1.0
6442,bonjour tout monde paquet grand mère voyons intérieur,,,,0.0
1037,ah accord attardé compte crois simp,,user user user url,,0.0
9309,blah aime comment soeur pense miley cyrus taylor swift,,,,0.0
5465,haha vrai drame bon temps temps,,,,0.0
2739,drax termine 2 cet attardé aucun filtre,,,,1.0
6280,pense si clique mot quot reply quot cela donne nouvelle fenêtre répondez vais faire maintenant,,,,0.0
1731,terrorisme condamné tout monde,,,,1.0
5014,oubliez reste devez passer nuit prière car seul espoir demain bonne dose grâce amitié pitié,,,,0.0
9816,cela a fonctionné maintenant sinon pourriez essayer solution 100 possible achetant directement chez o2 shops,,,,0.0
6258,merci avoir crié,,,,0.0
11642,peux croire neige buffles juste chance,,,,0.0
2444,bah tweet mongol,,user,,1.0
117,islamisation france pleine expansionle résultat infiltration musulmans ds ts strates,,url,,1.0
2419,renois,,url,,1.0
1512,note meme nntu veux faire videosntu contenu proposernnque fais espece attarde,,,,1.0
2796,africain algérie souvent raciste twitter,,,,1.0
3873,assumer responsabilité gauchiste toujours prêt trouver excuses délin,,user user url,,0.0
602,comment peut être attardé point,,,,1.0
8560,juste pris photo copain,,,,0.0
7345,chaque fois vois tweets twitvim ressens besoin utiliser twit el,,,,0.0
5446,propos signe amour blog harold cool,,,,0.0
7724,hah rien vaut conversations sensationnel,,,,0.0
8127,manger tarte mummys sheppards,,,,0.0
8815,vraiment commencé exploser atr 10h mère va tuer soucie,,,,0.0
505,espèce sale arabe,,user,,1.0
4371,bonne chance défi,,,,0.0
12045,départ floride aujourd hui retour vendredi,,,,0.0
2433,arabes presque réussis faire croire coca cocaine israël faisait complot cette boisson,,,,1.0
10342,vraiment,,,,0.0
6630,continuerai transborder caisses entières soutien gorge alors,,,,0.0
7875,parfait,,,,0.0
5180,obtenant également alpaga ima marche,,,,0.0
11298,beurre arachide croquant 100 fois supérieur beurre arachide lisse sais comment quelqu mange pb lisse sauf reese bien,,,,0.0
4817,veux vraiment aller disney verrons si temps,,,,0.0
5928,hommes sans chapeaux danse sécurité meilleure chanson jamais créée tous temps commence danser lt 3,,,,0.0
3969,ptn vais lire thread gauchiste sens vais psychoser mort,,user user user,,0.0
5726,hm triste scandaleusement faisons musique heureuse,,,,0.0
3786,ça pecho rebeus,,user user,,1.0
8901,devriez faire livres enfants,,,,0.0
1743,demande aussi,,user user user,,0.0
5385,agissant fait merveilleusement super ep monstre destin pire mort danko espérons,,,,0.0
6919,dit fait rapport mise place nouveau projet suite,,,,0.0
2467,entre 200 millions 1 milliard réfugiés climatiques 30 ans voulez passe,,url,,1.0
13149,peut être devriez diviser production bits afin brûlez juste pensée,,,,0.0
9297,nate a dit ça,,,,0.0
366,lis surtout papiers signés philippe leclercq attarde p,,user user user url,,0.0
12873,appa murphy câlin maman,,,,0.0
3872,perversité manipulation islamo gauchiste limite,,user,,1.0
12170,gots rires très drôle avvo tout monde envoie messages bonne chance assis test conduite aujourd hui eek,,,,0.0
6234,demain aujourd hui jour libre paresseux tellement heureux vais dormir comme personne affaires peut être écrire quelque chose,,,,0.0
9127,cela semble fantastique 19h40 rassemble portefeuille photographique partager idoles,,,,0.0
4791,complètement accord fall out boy incroyable,,,,0.0
9383,bonjour twitterland,,,,0.0
2548,bon apres jsuis content jai fais ca mtn jle referai plus ptdrrrr jsuis quel genre mongol,,,,1.0
3032,gauchiste francais veut resoudre problemes monde defaut resoudre problemes chez donneur,,url,,1.0
902,mongol demais,,,,1.0
7128,demi caff skinny fairtrade pure ethiopian latte facile mousse extra chaud plaît,,,,0.0
2645,quand insulte féministe,,url,,0.0
6351,bxl demain donc si reculé demain pourrions entraîner ensemble jeudi peu retard,,,,0.0
4470,lol pensais chose,,,,0.0
6581,accordé amp a accepté monsieur 2 erreurs impardonnables,,,,0.0
12993,beaucoup,,,,0.0
10938,chose ici nouvelle zélande hâte recommencer passe excellente nuit,,,,0.0
4557,agghhhh lâchant esprit,,,,0.0
1312,renois pourraient plaire type mecs meufs donc oui,,url,,1.0
4779,oui lol quand habitez canada anne paof enfance grandi tous livres séries télévisées,,,,0.0
7855,a obtenu tube heure pointe amp a pris siège wooh stupidement abondamment heureux sujet quel tristement lol,,,,0.0
4764,yay heureux gars maintenant dépêchez crachez prochain,,,,0.0
9935,merci nouveaux adeptes,,,,0.0
351,meilleure amie sort enfant attarde aime neige,,url,,0.0
13055,5k course 1 mile walk durée vie voir www dynamicquest com suivre quête lien espoir plus détails déposer événement note fun,,,,0.0
3768,verratti peut faire grand chose mr entouré mongol milieu,,user,,0.0
7602,igoogle twitter victoire merci,,,,0.0
13574,quitte préjudice extrême,,,,0.0
8251,quel voyage londres habite ici,,,,0.0
7620,garçon ligne ish,,,,0.0
13869,salut espère journée va très bien jusqu présent,,,,0.0
5855,espère adeptes plutôt harceleurs,,,,0.0
1550,quand 16 population musulmane processus irréversible poin,islamisation,user url,,1.0
5962,ravi sauver statomorrow aujourd hui,,,,0.0
9141,matin russell espérons belle journée xxx,,,,0.0
2543,kiffe genre tweet sens nana envie dire ferme gueule sale arabe retient,,url,,1.0
5772,merci avoir présenté mignon hier,,,,0.0
8344,aucune idée,,,,0.0
5166,oh bat frappe façon aléatoire quelqu face train gagner,,,,0.0
12301,toujours pensé sympa raison bon vol jour semaine tout entre deux,,,,0.0
1984,bon écologiste bobo gauchiste joue milliardaire argent provenant escroquerie impôts,,user user,,0.0
6409,bonjour internet ipod touch pourrait venir aujourd hui fait utilise jusqu dimanche,,,,0.0
2819,oui terrorisme fini depuis scientifiques découvert islam juste déséquilibrés,,user,,1.0
314,écoutant cette chanson entier rend compte influences arabes grâce sonorités utilisées fond,,url,,1.0
6682,gagner sucerais dégustation bière ça bon rire,,,,0.0
4983,passez plus proche walgreens besoin bouchons oreille statistiques bière,,,,0.0
6237,aidant père nouveau ordinateur,,,,0.0
10650,ménage biatchhh ahh ily cody carson,,,,0.0
13373,école depuis hier bonjour demi lovato fan canada,,,,0.0
4554,ajoutez myspace myspace com viewthunder,,,,0.0
12240,madtv a fait parodies drôles steven seagal clips quelques démonstrations aïkido cool aussi,,,,0.0
835,frères veulent tabasser renois car sœur attirées renois inversons,,url,,1.0
11757,lol veux dire tout monde écraserait si tirais jeu pleurs hehehe alors voulez film,,,,0.0
12741,nouvelle édition imprimée vient être annoncée merci,,,,0.0
4624,oui gars vais intégralement apporter dublin fête aimerait compagnie,,,,0.0
133,ferme gueule renois fake woke ptn,,url,,1.0
3891,quel mongol milieu années 2000 mendiait voix musulmans essonne joue carte,,user url,,0.0
9930,point profiter autre bière allemande 5ème sundae crème glacée 5 jours,,,,0.0
7507,aller lit deux jours après école après demain puis week end trois jours,,,,0.0
4549,remercie,,,,0.0
4140,pensais superbe histoire amour,,,,0.0
9618,ah problème familier essayez laver visage eau froide,,,,0.0
2541,renois métisses tellement beaux,,url,,1.0
3061,ptdrrrr sale arabe,,url,,1.0
11144,bonjour x,,,,0.0
8282,quittant amsterdam venise après madrid barcelone peux croire semaine 2 5 semaines,,,,0.0
4062,fond écran carré rouge demandais,,,,0.0
8825,haha vu cette photo aaaaages déjà établi mentions,,,,0.0
12212,quot soulevez pieds sol tournez autour rend plus faché plus fou quot aime paroles aussi pourrait agir tout1,,,,0.0
7092,bus arrivé là où arrivé chance,,,,0.0
10031,fera moins icône 32px jour relâche tous gros pack fin abord avvie,,,,0.0
6044,merci beaucoup,,,,0.0
2381,56 rebeus fragile baltringue cité merde violer meuf completement bourrer sortie,,user url,,1.0
8551,200 mots encore plus écrire boiteux burritos thé,,,,0.0
1607,autre mongol quesqu raconte 2 viewers motiv autre papi radio resté,,user url,,0.0
11648,darnell a demandé aller peux faire passez bon moment,,,,0.0
3880,oui ça vu tweet jparle traiter arabes,,user user,,1.0
12886,200 adeptes thx guys,,,,0.0
3348,attardé parole possible dire autant merde,,user user user user,,0.0
4971,maison travail,,,,0.0
8670,lol supp fucked,,,,0.0
443,quel attardé,,user user,,0.0
2490,eh oui jeremy corbyn islamo gauchiste,,url,,1.0
10146,gens appellent toute journée pourquoi numéro profil,,,,0.0
4558,nuit incroyable dallas classe production télévision avancée joyeux anniversaire sam,,,,0.0
3011,cette violence incroyable là,,url,,0.0
13885,bien bien prêt gros plan,,,,0.0
6202,38 jours jusqu obtention diplôme s0 beaucoup t0 d0 s0 peu temps surexcité,,,,0.0
4555,comment ressent milliers filles répondent tous twitter doit être cool,,,,0.0
21,arrete enerver crédible dirait gros con gamin attardé voi,,user user user url,,0.0
11392,moitié mauvais alors allons appeler 22 alors ok lol,,,,0.0
10887,tapas at trevelez publiera photo via wifi plus tard jambes chaudes ensoleillées trop fatiguées,,,,0.0
6624,mercinull,,,,0.0
4284,voitures plein colère font exciter,,,,0.0
13225,alors regarde mal aise quand enlève leurs heures allotées,,,,0.0
11551,zomg nina bienvenue twitter comme facebook seulement mises jour,,,,0.0
12815,comment choses jusqu présent aimez nourriture indienne types effrayants masala dosa petit déjeuner,,,,0.0
8241,www youtube com titomi15 vérifiez vidéos commentaires présentations amp suivez encouragez x,,,,0.0
10400,jelly fishing jelly fishing,,,,0.0
9642,travaille mardi jeudi vendredi pense dimanche,,,,0.0
1288,contre avortement pierre vois difficilement comment peut être contre réalité,,url,,1.0
12255,aime aussi,,,,0.0
4536,belle bonne nuit douce twitters rêves agréables sommeil reposant,,,,0.0
12506,yeah you too nice to talk to sum1 from the uk best wishes xoxo,,,,0.0
13933,,,,,0.0
10504,mmm oj oeufs brouillés fromage gilmoregirls grillé aussi ahhh jour incroyable maintenant si pouvais seulement faire fonctionner sécheuse,,,,0.0
4513,denise aime,,,,0.0
4625,twitterricolsss nuits,,,,0.0
6671,système apprentissage guitare 2845 2344543 00 asp,,,,0.0
13518,ongles noirs ça devrait être vraiment bon,,,,0.0
1909,veux lancer gorafiep gauchiste,,user user,,0.0
13919,ennuie ace gâteaux rattraper retard travail,,,,0.0
1535,temps gouvernement déjà assez occupé comme ça migrants islamo africains,,user user user,,1.0
7559,aime déteste dis veux tous garçons toutes filles demandent si cherchez amy,,,,0.0
6619,aime vraiment régime vanille dr poivre incroyance bouteille,,,,0.0
4963,lol dion mettant yeux yeux,,,,0.0
830,quand comparer fait bouffer viande suprématie blanche alors rebeus renois,,url,,1.0
5897,descendant chez certains morts vivants hollywood mmmmmmmmm,,,,0.0
3239,privatisation sncf mongol,,user user user,,0.0
8273,regarder e coucher soleil bronzage,,,,0.0
12049,bonjour tom perdant amérique a suivi musique mcfly depuis vu chance,,,,0.0
5618,encouragez anniversaire bientôt,,,,0.0
13184,comment aujourd hui madame belle,,,,0.0
4092,a bonne réunion technologie clubzone dîner sushi,,,,0.0
6138,matin réveillé janis joplin cela peut être mauvais bonjour tous,,,,0.0
9079,hey pense vraiment génial surtout crépuscule garde bon travail,,,,0.0
1641,islam innocent terrorisme,,url,,1.0
4063,merci réponse déjà trouvé cette réponse,,,,0.0
8485,heure coucher,,,,0.0
10837,check out cherchons toujours moyens pianner enfants passer soirée ok,,,,0.0
8098,1 1 618 hahaha formidable,,,,0.0
11935,cage music quiz tonite pourrions avoir chance car apportons dj,,,,0.0
11743,viens rentrer orthodontiste morrisons acheter twilight woop,,,,0.0
2578,attardé vérité souviens 2015 quand fait sortir contre juve nombre occa,,user url,,1.0
1514,quoi bobo gauchiste mec relaxe devant quotidien écoute jul seulement donne,,url,,0.0
6571,homme popcorn fromage réseau alimentaire veux,,,,0.0
13025,bâton colle mauve gras rend plus heureux,,,,0.0
11452,humm no suppofor remote cvs history in opengrok 0 7 invité dois attendre 0 8,,,,0.0
1198,guenolé gauchiste osé critiquer seules réelles féministes honorable e,,user user user url,,0.0
1346,ça va servir rien malheureusement mec déjà 3ème compte attardé va recréer u,,user url,,1.0
12089,bonnes dias amigas espérons twitter sentira mieux aujourd hui verrons trop baleine échouée bon mardi,,,,0.0
12012,chillin aéroport logan attendant vol vers cincy battons trafic entrant maintenant charge iphone,,,,0.0
849,autiste attardé jte dit,,user,,1.0
4527,ravi livres reçus aussi,,,,0.0
7535,jusqu plus 50 adhérents moins semaine redécouverte compte twitter sais trop bien vais remercier tous,,,,0.0
3849,faut finir réflexions gauchiste,,user user user user user url,,0.0
11994,woohoo gagné tournoi folie mars finance monétaire gratuite deux votes suppose faire sorte beaux parents votent bonne idée,,,,0.0
6711,heyy gots paquet awww beaucoup lire merci forrr everythingggg aussi cool,,,,0.0
3578,ultradroite déjà oas enfants coeur sale débile va,,user user user,,1.0
838,attardé point résumer coût seule partie ferme projet 100m,,user url,,0.0
7766,juste chillin pastèque probz fav,,,,0.0
4166,retour école longue marche flippin froid dehors a 2 jours faisait beau lendemain pleuvait neige aujourd hui,,,,0.0
3617,é mongol,,user,,0.0
10517,front emplois semble si sombre aujourd hui,,,,0.0
1658,failli postuler magasin fringues fait penser garde robe bobo gauchiste non bina,,url,,1.0
9528,content compris jargon technique quot little many dude quot haha,,,,0.0
12398,écouter leo papa jouer piano,,,,0.0
6857,oui plait,,,,0.0
1958,inde bouffe viande car ca fait g,,user user user user url,,1.0
3551,si photos mongol pancarte veux bien,,user,,0.0
135,tkt mongol,,user,,0.0
8763,bons itinéraires tour aujourd hui 2 tours,,,,0.0
5317,quel beau matin dommage maison train dormir,,,,0.0
10908,bienvenu déjà entendu parler belle besoin bonnie portmore fav hésitez quelqu autre a portmore bonnie blip,,,,0.0
